"variable","season","estimate","lower","upper"
"scale(Pop2029)","spring",0.969338875348071,0.916179867592422,1.02558229939088
"scale(Pop2029)","summer",0.880091165405768,0.837820535597032,0.924494478848421
"scale(Pop2029)","fall",0.944237031322261,0.908390070706234,0.981498587525411
"scale(Pop6099)","spring",1.13005641670304,1.05508308523214,1.21035729110446
"scale(Pop6099)","summer",1.05192617198228,0.991091837980564,1.11649458596691
"scale(Pop6099)","fall",1.0023131108552,0.95216478814173,1.05510263003202
"scale(Male)","spring",0.801058816245719,0.754675530266265,0.850292876010686
"scale(Male)","summer",1.00898721313281,0.969122288119514,1.05049198511465
"scale(Male)","fall",1.03509513047233,1.00199155168696,1.0692923780881
"RuralCont1","spring",0.901115837806709,0.837605361030092,0.969441924473206
"RuralCont1","summer",1.0057152886743,0.936134646850311,1.08046769262986
"RuralCont1","fall",1.23449291427626,1.16275137767865,1.31066088989788
"RuralCont0","spring",0.914926587049,0.799548549598825,1.04695413444142
"RuralCont0","summer",0.992909210859727,0.88708784597099,1.11135408459009
"RuralCont0","fall",1.34621573188346,1.23554665124332,1.46679754661374
"scale(logBlack)","spring",1.8857782708388,1.77540627081509,2.00301178678115
"scale(logBlack)","summer",1.00289453950561,0.954074778219264,1.0542123954345
"scale(logBlack)","fall",0.880241307992081,0.84404058301159,0.917994674534471
"scale(logHispanic)","spring",0.974097212821218,0.923207636773985,1.02779195300175
"scale(logHispanic)","summer",1.10436714699383,1.05062401352906,1.16085943177954
"scale(logHispanic)","fall",0.996432981566234,0.955671934976827,1.03893255668019
"scale(logAmInd)","spring",1.33614593098213,1.26389297007961,1.41252937641363
"scale(logAmInd)","summer",1.03203039877382,0.984522640430939,1.08183062557814
"scale(logAmInd)","fall",1.02158451245093,0.981210654225796,1.06361963313889
"scale(logAsian)","spring",0.962138809951479,0.926266810987996,0.999400041795132
"scale(logAsian)","summer",1.01020582453366,0.974252990116628,1.04748542552543
"scale(logAsian)","fall",0.894393729506471,0.866323862765545,0.923373091475126
"scale(logNHPI)","spring",0.90757193494713,0.868489935478518,0.948412622248575
"scale(logNHPI)","summer",1.02921365781644,0.996079594428877,1.06344990838133
"scale(logNHPI)","fall",1.03398180001127,1.00457770117446,1.06424656002679
"scale(WBSeg)","spring",1.06561489488237,1.00502683502126,1.1298555069638
"scale(WBSeg)","summer",0.980382711682304,0.93521312613963,1.02773392984012
"scale(WBSeg)","fall",0.962890203682019,0.934996510558983,0.991616047628354
"scale(WNWSeg)","spring",1.08737118314625,1.03172693069229,1.14601650375019
"scale(WNWSeg)","summer",1.0893378470106,1.04258209643342,1.13819041108527
"scale(WNWSeg)","fall",1.03310686378626,1.00083145691439,1.06642310713619
"scale(HouseholdSize)","spring",1.13005631192316,1.07766812375578,1.18499122314837
