"variable","season","estimate","lower","upper"
"RuralCont1","spring",0.992139373392988,0.937143705550346,1.05036242617515
"RuralCont1","summer",0.95284716966172,0.902878516661152,1.00558127364668
"RuralCont1","fall",1.30181326154662,1.23886391227796,1.36796120311752
"RuralCont0","spring",0.929593411575428,0.849098681871787,1.01771905821299
"RuralCont0","summer",1.01149816913714,0.94096915481701,1.08731358613637
"RuralCont0","fall",1.66218045275909,1.56151666054914,1.76933357634672
"scale(lognonWhite)","spring",1.09565085988574,1.05432632257357,1.1385951209471
"scale(lognonWhite)","summer",0.98850519922027,0.957833094956845,1.02015949754746
"scale(lognonWhite)","fall",0.88286789351506,0.858822922079306,0.907586066185298
"scale(WNWSeg)","spring",1.0783078540599,1.04270176796685,1.11512981357508
"scale(WNWSeg)","summer",1.03254364804671,1.00113923928067,1.06493317142144
"scale(WNWSeg)","fall",1.02156184347343,0.995341753152951,1.04847264443098
"scale(SES)","spring",0.931316178487559,0.895286718510196,0.968795589591664
"scale(SES)","summer",1.08348731159851,1.04712781453666,1.12110932218376
"scale(SES)","fall",0.949121725495106,0.91860628141971,0.980650870811125
"scale(Comorbidities)","spring",1.12297245206445,1.07797690363879,1.16984614775958
"scale(Comorbidities)","summer",1.16520544155968,1.12127528636843,1.21085672496858
"scale(Comorbidities)","fall",1.15710086655392,1.11791693268342,1.19765823044295
